year,day,month,running_day,hour,temp,pressure,wind_speed,wind_direction,humidity,delta_t,station_id
2018,255,9,12,600,-42.4,982.4,NA,NA,61,NA,eml201809q3h
2018,255,9,12,900,-44.2,982.8,NA,NA,58.8,NA,eml201809q3h
2018,255,9,12,1200,-44.6,982.8,NA,NA,58.4,NA,eml201809q3h
2018,255,9,12,1500,-44.6,981,NA,NA,58,NA,eml201809q3h
2018,255,9,12,1800,-46.4,979.8,NA,NA,55.8,NA,eml201809q3h
2018,255,9,12,2100,-44.1,978.2,NA,NA,58.4,NA,eml201809q3h
2018,256,9,13,0,-38.1,976.7,NA,NA,65.9,NA,eml201809q3h
2018,256,9,13,300,-34.4,974.7,NA,NA,69.4,NA,eml201809q3h
2018,256,9,13,600,-34.4,974.3,4.3,208,71.2,NA,eml201809q3h
2018,256,9,13,900,-36.2,975.1,6.2,225,68.5,NA,eml201809q3h
2018,256,9,13,1200,-35.9,974.8,6.4,210,69.4,NA,eml201809q3h
2018,256,9,13,1500,-38.8,975.2,7.2,225,65.9,NA,eml201809q3h
2018,256,9,13,1800,-36.2,975.1,8,205,69,NA,eml201809q3h
2018,256,9,13,2100,-36.8,976,8,211,68.1,NA,eml201809q3h
2018,257,9,14,0,-36.8,975.7,8.8,202,68.1,NA,eml201809q3h
2018,257,9,14,300,-35.9,975.2,8,214,69,NA,eml201809q3h
2018,257,9,14,600,-35.1,974.8,6.6,201,70.3,NA,eml201809q3h
2018,257,9,14,900,-35,973.8,7.8,221,70.7,NA,eml201809q3h
2018,257,9,14,1200,-36.1,972.9,9.8,210,69.4,NA,eml201809q3h
2018,257,9,14,1500,-39.2,973.1,7.4,217,64.6,NA,eml201809q3h
2018,257,9,14,1800,-41.6,972.8,5.3,204,61.9,NA,eml201809q3h
2018,257,9,14,2100,-39.8,972.9,8.4,191,64.6,NA,eml201809q3h
2018,258,9,15,0,-38.2,973.3,7.6,193,65,NA,eml201809q3h
2018,258,9,15,300,-38.1,972.5,5.1,205,63.2,NA,eml201809q3h
2018,258,9,15,600,-41,972.5,4.7,214,62.4,NA,eml201809q3h
2018,258,9,15,900,-41.6,971.6,7.2,212,61.5,NA,eml201809q3h
2018,258,9,15,1200,-40.9,971.4,8.2,193,62.4,NA,eml201809q3h
2018,258,9,15,1500,-43.5,971,6.4,204,59.3,NA,eml201809q3h
2018,258,9,15,1800,-42.1,970.4,6.2,208,61.5,NA,eml201809q3h
2018,258,9,15,2100,-40.1,970,8,211,63.7,NA,eml201809q3h
2018,259,9,16,0,-37.4,969.3,11.9,210,66.8,NA,eml201809q3h
2018,259,9,16,300,-35.6,967.2,14.2,214,69.4,NA,eml201809q3h
2018,259,9,16,600,-33.9,966.5,14.6,215,71.6,NA,eml201809q3h
2018,259,9,16,900,-33,965.1,15.4,208,72.9,NA,eml201809q3h
2018,259,9,16,1200,-34.2,963.2,17.7,212,71.6,NA,eml201809q3h
2018,259,9,16,1500,-33.8,962.7,17.5,205,72,NA,eml201809q3h
2018,259,9,16,1800,-30,961.8,17.9,204,76.9,NA,eml201809q3h
2018,259,9,16,2100,-28.8,962.1,14.4,212,78.6,NA,eml201809q3h
2018,260,9,17,0,-27.6,962.8,10.7,217,79.5,NA,eml201809q3h
2018,260,9,17,300,-23.2,963.3,8,202,84.4,NA,eml201809q3h
2018,260,9,17,600,-23.6,963.2,10.9,198,85.2,NA,eml201809q3h
2018,260,9,17,900,-24,963.8,12.9,191,84.4,NA,eml201809q3h
2018,260,9,17,1200,-25.5,963.6,12.9,201,83,NA,eml201809q3h
2018,260,9,17,1500,-25.2,963.4,15.6,197,83.5,NA,eml201809q3h
2018,260,9,17,1800,-24.4,964.1,10.1,198,84.4,NA,eml201809q3h
2018,260,9,17,2100,-25.2,963.6,10.1,194,82.6,NA,eml201809q3h
2018,261,9,18,0,-26.4,963.1,9.6,191,79.5,NA,eml201809q3h
2018,261,9,18,300,-27.1,962.4,10.7,191,80,NA,eml201809q3h
2018,261,9,18,600,-25,963,10.3,207,82.6,NA,eml201809q3h
2018,261,9,18,900,-29.6,961.4,7.4,207,78.2,NA,eml201809q3h
2018,261,9,18,1200,-30.8,959.6,9.4,205,76.9,NA,eml201809q3h
2018,261,9,18,1500,-28.6,957.8,9.2,197,79.5,NA,eml201809q3h
2018,261,9,18,1800,-26.4,956.2,11.7,204,81.7,NA,eml201809q3h
2018,261,9,18,2100,-25.2,954.3,12.5,200,81.7,NA,eml201809q3h
2018,262,9,19,0,-24.5,951.9,12.3,219,81.7,NA,eml201809q3h
2018,262,9,19,300,-26.1,951.6,12.9,207,79.5,NA,eml201809q3h
2018,262,9,19,600,-27.9,950.9,13.8,201,80.4,NA,eml201809q3h
2018,262,9,19,900,-26.8,949.7,17.9,215,81.3,NA,eml201809q3h
2018,262,9,19,1200,-27.6,950.2,14.6,208,80,NA,eml201809q3h
2018,262,9,19,1500,-27.6,950.4,14,222,80,NA,eml201809q3h
2018,262,9,19,1800,-28.1,951.9,10.7,207,79.1,NA,eml201809q3h
2018,262,9,19,2100,-26.9,952.7,12.5,214,78.6,NA,eml201809q3h
2018,263,9,20,0,-25.6,954.1,15,221,79.5,NA,eml201809q3h
2018,263,9,20,300,-25.5,956.2,12.1,221,80.4,NA,eml201809q3h
2018,263,9,20,600,-25.8,958.4,10.5,221,82.2,NA,eml201809q3h
2018,263,9,20,900,-26.8,960,12.5,231,81.3,NA,eml201809q3h
2018,263,9,20,1200,-25.9,961.7,9.4,225,82.6,NA,eml201809q3h
2018,263,9,20,1500,-25,963.5,7.8,228,83,NA,eml201809q3h
2018,263,9,20,1800,-24.4,964.2,9.9,217,84.4,NA,eml201809q3h
2018,263,9,20,2100,-24.5,965.4,10.9,205,80,NA,eml201809q3h
2018,264,9,21,0,-25.5,966.3,NA,NA,68.1,NA,eml201809q3h
2018,264,9,21,300,-26.4,966.8,NA,NA,69.8,NA,eml201809q3h
2018,264,9,21,600,-31,966.2,NA,NA,74.7,NA,eml201809q3h
2018,264,9,21,900,-31.4,967.3,NA,NA,77.3,NA,eml201809q3h
2018,264,9,21,1200,-31,969.2,NA,NA,75.6,NA,eml201809q3h
2018,264,9,21,1500,-33.4,970.6,NA,NA,72.5,NA,eml201809q3h
2018,264,9,21,1800,-36.9,972.4,NA,NA,69,NA,eml201809q3h
2018,264,9,21,2100,-33,973.6,NA,NA,75.1,NA,eml201809q3h
2018,265,9,22,0,-31,974.9,NA,NA,76.4,NA,eml201809q3h
2018,265,9,22,300,-30.5,975.4,NA,NA,73.4,NA,eml201809q3h
2018,265,9,22,600,-31.4,976.3,NA,NA,71.6,NA,eml201809q3h
2018,265,9,22,900,-32,976.6,NA,NA,71.6,NA,eml201809q3h
2018,265,9,22,1200,-32.1,977.4,NA,NA,73.4,NA,eml201809q3h
2018,265,9,22,1500,-31.6,977.2,NA,NA,72.5,NA,eml201809q3h
2018,265,9,22,1800,-31.8,976.7,NA,NA,72.9,NA,eml201809q3h
2018,265,9,22,2100,-31.6,976.2,6.4,195,71.6,NA,eml201809q3h
2018,266,9,23,0,-33.6,976.1,6.8,190,68.5,NA,eml201809q3h
2018,266,9,23,300,-34,975.9,7,198,65.9,NA,eml201809q3h
2018,266,9,23,600,-35,975.6,6,191,70.3,NA,eml201809q3h
2018,266,9,23,900,-37.4,975.6,6.6,212,68.1,NA,eml201809q3h
2018,266,9,23,1200,-37.9,975.7,8.2,202,67.2,NA,eml201809q3h
2018,266,9,23,1500,-38.6,975.3,6.6,204,66.3,NA,eml201809q3h
2018,266,9,23,1800,-39.4,975.4,4.7,193,65,NA,eml201809q3h
2018,266,9,23,2100,-39,975.2,3.9,191,65.9,NA,eml201809q3h
2018,267,9,24,0,-37.6,975.1,2.9,207,64.6,NA,eml201809q3h
2018,267,9,24,300,-37.1,974,2.9,201,63.2,NA,eml201809q3h
2018,267,9,24,600,-38.2,973.6,2.9,224,63.7,NA,eml201809q3h
2018,267,9,24,900,-40.6,973.3,2.1,212,63.7,NA,eml201809q3h
2018,267,9,24,1200,-40.9,972.8,3.7,238,63.2,NA,eml201809q3h
2018,267,9,24,1500,-44.2,972.3,3.3,219,58.8,NA,eml201809q3h
2018,267,9,24,1800,-45.8,972.2,2.5,232,57.1,NA,eml201809q3h
2018,267,9,24,2100,-43.4,971.8,NA,NA,54.9,NA,eml201809q3h
2018,268,9,25,0,-41.1,971.2,NA,NA,53.1,NA,eml201809q3h
2018,268,9,25,300,-39.1,970.2,NA,NA,54,NA,eml201809q3h
2018,268,9,25,600,-37.5,969.4,NA,NA,60.2,NA,eml201809q3h
2018,268,9,25,900,-40.9,969,NA,NA,60.6,NA,eml201809q3h
2018,268,9,25,1200,-41.1,968.8,NA,NA,63.2,NA,eml201809q3h
2018,268,9,25,1500,-37.8,969,0.8,238,67.2,NA,eml201809q3h
2018,268,9,25,1800,-37.8,968.5,5.3,219,65,NA,eml201809q3h
2018,268,9,25,2100,-41.5,969,1.6,191,65,NA,eml201809q3h
2018,269,9,26,0,-37.8,969.1,NA,NA,58.8,NA,eml201809q3h
2018,269,9,26,300,-37,969.1,NA,NA,59.7,NA,eml201809q3h
2018,269,9,26,600,-36.8,969.3,NA,NA,64.6,NA,eml201809q3h
2018,269,9,26,900,-40.9,969.2,NA,NA,61.9,NA,eml201809q3h
2018,269,9,26,1200,-42.2,968.8,NA,NA,60.6,NA,eml201809q3h
2018,269,9,26,1500,-45.1,968.6,NA,NA,57.5,NA,eml201809q3h
2018,269,9,26,1800,-46.2,968.4,NA,NA,56.2,NA,eml201809q3h
2018,269,9,26,2100,-43.1,967.8,NA,NA,59.3,NA,eml201809q3h
2018,270,9,27,0,-38,966.3,5.7,208,61.5,NA,eml201809q3h
2018,270,9,27,300,-38.8,963.5,7.2,214,62.8,NA,eml201809q3h
2018,270,9,27,600,-40.9,959,12.9,226,62.8,NA,eml201809q3h
2018,270,9,27,900,-37.9,954.1,13.3,222,66.8,NA,eml201809q3h
2018,270,9,27,1200,-33.2,947.8,13.8,224,72.5,NA,eml201809q3h
2018,270,9,27,1500,-24.5,940.8,12.3,228,83.5,NA,eml201809q3h
2018,270,9,27,1800,-18.9,935,14,219,90.5,NA,eml201809q3h
2018,270,9,27,2100,-17.1,932.1,9.6,238,89.2,NA,eml201809q3h
2018,271,9,28,0,-14.8,929.6,9.6,269,91.4,NA,eml201809q3h
2018,271,9,28,300,-15.9,928.2,16.8,326,92.3,NA,eml201809q3h
2018,271,9,28,600,-18.2,930.1,17.4,340,91.4,NA,eml201809q3h
2018,271,9,28,900,-19.2,936,12.5,347,90.5,NA,eml201809q3h
2018,271,9,28,1200,-20.6,939.8,11.3,8,89.2,NA,eml201809q3h
2018,271,9,28,1500,-25.1,942.8,11.9,51,83.5,NA,eml201809q3h
2018,271,9,28,1800,-26.1,945.3,4.9,97,82.2,NA,eml201809q3h
2018,271,9,28,2100,-27.2,947.8,2.9,117,76.4,NA,eml201809q3h
2018,272,9,29,0,-27.2,948.9,2.1,117,72.5,NA,eml201809q3h
2018,272,9,29,300,-26.6,949.1,0,117,75.1,NA,eml201809q3h
2018,272,9,29,600,-27.4,948.6,5.3,222,79.5,NA,eml201809q3h
2018,272,9,29,900,-29,947,3.5,242,79.5,NA,eml201809q3h
2018,272,9,29,1200,-28.5,946.4,5.3,263,79.5,NA,eml201809q3h
2018,272,9,29,1500,-26.4,945.5,5.7,263,82.2,NA,eml201809q3h
2018,272,9,29,1800,-31,946.5,3.3,304,76.9,NA,eml201809q3h
2018,272,9,29,2100,-29.9,949,2.1,321,73.8,NA,eml201809q3h
2018,273,9,30,0,-26.9,950.4,4.7,322,76,NA,eml201809q3h
2018,273,9,30,300,-29.4,951.1,2.7,332,69,NA,eml201809q3h
2018,273,9,30,600,-32,952,4.9,346,74.7,NA,eml201809q3h
2018,273,9,30,900,-36.5,953.3,2.3,359,69,NA,eml201809q3h
2018,273,9,30,1200,-33,954.3,2.3,44,74.2,NA,eml201809q3h
2018,273,9,30,1500,-29.2,954.7,1.4,82,78.6,NA,eml201809q3h
2018,273,9,30,1800,-24.9,954.7,6.6,167,83.9,NA,eml201809q3h
2018,273,9,30,2100,-22.9,954.6,12.5,167,87,NA,eml201809q3h
2018,274,10,1,0,-22.2,954.7,12.3,176,85.7,NA,eml201810q3h
2018,274,10,1,300,-20.9,954.9,13.5,160,87,NA,eml201810q3h
2018,274,10,1,600,-20.9,953.4,13.5,172,88.3,NA,eml201810q3h
2018,274,10,1,900,-21.6,952.7,19.3,179,87.9,NA,eml201810q3h
2018,274,10,1,1200,-22.5,951.7,16.4,184,87,NA,eml201810q3h
2018,274,10,1,1500,-23.4,950.4,14.8,193,86.1,NA,eml201810q3h
2018,274,10,1,1800,-23.6,949.8,13.6,201,85.7,NA,eml201810q3h
2018,274,10,1,2100,-23.4,949.3,13.1,205,84.4,NA,eml201810q3h
2018,275,10,2,0,-23.1,948.8,12.5,218,83.5,NA,eml201810q3h
2018,275,10,2,300,-22.8,948.6,11.9,219,85.7,NA,eml201810q3h
2018,275,10,2,600,-24.1,949.4,9.8,233,84.4,NA,eml201810q3h
2018,275,10,2,900,-25.5,950,8.6,238,83.5,NA,eml201810q3h
2018,275,10,2,1200,-28,950.4,6.6,226,80.4,NA,eml201810q3h
2018,275,10,2,1500,-29.6,951.4,6.6,235,78.2,NA,eml201810q3h
2018,275,10,2,1800,-30.5,952,5.7,235,77.3,NA,eml201810q3h
2018,275,10,2,2100,-28,952,5.1,231,78.6,NA,eml201810q3h
2018,276,10,3,0,-28.4,951.6,6.4,219,73.8,NA,eml201810q3h
2018,276,10,3,300,-26.2,950.3,6.4,219,79.1,NA,eml201810q3h
2018,276,10,3,600,-23.8,950.4,6.8,208,84.8,NA,eml201810q3h
2018,276,10,3,900,-23.6,948.9,7.6,211,85.7,NA,eml201810q3h
2018,276,10,3,1200,-22.5,947.1,9.9,205,87,NA,eml201810q3h
2018,276,10,3,1500,-21.9,945.8,11.1,218,87.9,NA,eml201810q3h
2018,276,10,3,1800,-20.2,944.5,9.2,214,89.2,NA,eml201810q3h
2018,276,10,3,2100,-18.5,942.1,10.7,219,89.6,NA,eml201810q3h
2018,277,10,4,0,-15.9,939.6,10.1,222,89.6,NA,eml201810q3h
2018,277,10,4,300,-14.1,937.6,7.8,218,91,NA,eml201810q3h
2018,277,10,4,600,-15.6,937.2,5.1,172,91.8,NA,eml201810q3h
2018,277,10,4,900,-20.9,939.6,5.5,176,88.8,NA,eml201810q3h
2018,277,10,4,1200,-19.8,941.9,9.4,191,89.6,NA,eml201810q3h
2018,277,10,4,1500,-24.2,942,8.6,221,85.7,NA,eml201810q3h
2018,277,10,4,1800,-18.9,938.9,8.4,231,91,NA,eml201810q3h
2018,277,10,4,2100,-13.6,935.9,9.8,224,94.5,NA,eml201810q3h
2018,278,10,5,0,-17.2,935.3,6.4,181,84.8,NA,eml201810q3h
2018,278,10,5,300,-19.1,939.7,7.8,183,85.2,NA,eml201810q3h
2018,278,10,5,600,-21,940.6,8.4,190,86.1,NA,eml201810q3h
2018,278,10,5,900,-23.4,941.9,5.8,191,86.6,NA,eml201810q3h
2018,278,10,5,1200,-23.6,943.7,4.1,214,85.7,NA,eml201810q3h
2018,278,10,5,1500,-23.5,944.4,4.9,208,85.2,NA,eml201810q3h
2018,278,10,5,1800,-27.5,945.2,2.7,236,81.3,NA,eml201810q3h
2018,278,10,5,2100,-26.1,947.2,7.4,212,78.2,NA,eml201810q3h
2018,279,10,6,0,-24.5,948.8,7.6,211,76.9,NA,eml201810q3h
2018,279,10,6,300,-23.4,950.2,5.8,205,75.1,NA,eml201810q3h
2018,279,10,6,600,-25.8,951.6,5.8,218,78.6,NA,eml201810q3h
2018,279,10,6,900,-24.6,954.3,5.1,188,84.4,NA,eml201810q3h
2018,279,10,6,1200,-25.5,956.2,6.6,187,82.6,NA,eml201810q3h
2018,279,10,6,1500,-26,958.2,5.5,198,83,NA,eml201810q3h
2018,279,10,6,1800,-23.6,959.9,6,194,84.4,NA,eml201810q3h
2018,279,10,6,2100,-24.5,961.2,9.9,212,79.1,NA,eml201810q3h
2018,280,10,7,0,-22.5,961.7,9.8,202,80.4,NA,eml201810q3h
2018,280,10,7,300,-21.2,961.2,3.5,217,77.3,NA,eml201810q3h
2018,280,10,7,600,-25.1,960.4,4.9,231,79.1,NA,eml201810q3h
2018,280,10,7,900,-29,960.1,5.3,224,79.1,NA,eml201810q3h
2018,280,10,7,1200,-29.2,960.1,5.8,217,79.1,NA,eml201810q3h
2018,280,10,7,1500,-22.9,958.6,5.5,228,85.7,NA,eml201810q3h
2018,280,10,7,1800,-23.1,957.2,6.2,202,86.1,NA,eml201810q3h
2018,280,10,7,2100,-23.1,957,7.2,198,83,NA,eml201810q3h
2018,281,10,8,0,-22.5,957,8,202,77.8,NA,eml201810q3h
2018,281,10,8,300,-19.8,956.4,6.8,218,80.8,NA,eml201810q3h
2018,281,10,8,600,-18.4,955.8,7.2,201,88.3,NA,eml201810q3h
2018,281,10,8,900,-18.2,955.6,7.2,204,90.1,NA,eml201810q3h
2018,281,10,8,1200,-20.6,956.8,5.7,190,87.4,NA,eml201810q3h
2018,281,10,8,1500,-30.2,959.2,9.9,191,77.8,NA,eml201810q3h
2018,281,10,8,1800,-27.4,959.8,7.4,211,81.3,NA,eml201810q3h
2018,281,10,8,2100,-22.8,960,9.6,202,79.5,NA,eml201810q3h
2018,282,10,9,0,-21.4,959.3,9.9,210,78.6,NA,eml201810q3h
2018,282,10,9,300,-19,958.6,7,200,79.1,NA,eml201810q3h
2018,282,10,9,600,-17.8,957.9,10.3,198,88.3,NA,eml201810q3h
2018,282,10,9,900,-17.9,957.1,10.5,218,92.3,NA,eml201810q3h
2018,282,10,9,1200,-16.5,956.5,11.9,188,93.6,NA,eml201810q3h
2018,282,10,9,1500,-19.2,955.6,15.2,222,91,NA,eml201810q3h
2018,282,10,9,1800,-18.5,953.7,12.3,224,91.4,NA,eml201810q3h
2018,282,10,9,2100,-19.9,952.6,9.6,214,84.4,NA,eml201810q3h
2018,283,10,10,0,-21,951.4,10.5,210,79.5,NA,eml201810q3h
2018,283,10,10,300,-21.4,950.8,9.2,208,82.6,NA,eml201810q3h
2018,283,10,10,600,-20,949.3,9.8,198,86.1,NA,eml201810q3h
2018,283,10,10,900,-17.1,948.2,11.1,221,93.2,NA,eml201810q3h
2018,283,10,10,1200,-13.9,946,11.7,212,96.2,NA,eml201810q3h
2018,283,10,10,1500,-15.1,944.7,10.7,207,94.9,NA,eml201810q3h
2018,283,10,10,1800,-19.8,946,7.4,198,87.4,NA,eml201810q3h
2018,283,10,10,2100,-21.6,946.6,7.8,201,78.6,NA,eml201810q3h
2018,284,10,11,0,-23.6,948,6.2,218,78.6,NA,eml201810q3h
2018,284,10,11,300,-21.6,947.3,3.5,208,79.1,NA,eml201810q3h
2018,284,10,11,600,-20.5,948.4,NA,NA,71.2,NA,eml201810q3h
2018,284,10,11,900,-26.1,949.5,NA,NA,83.5,NA,eml201810q3h
2018,284,10,11,1200,-26.9,950.8,NA,NA,82.2,NA,eml201810q3h
2018,284,10,11,1500,-29.1,954.3,NA,NA,79.5,NA,eml201810q3h
2018,284,10,11,1800,-23.1,958.1,0,107,86.1,NA,eml201810q3h
2018,284,10,11,2100,-25.6,962,3.1,103,74.2,NA,eml201810q3h
2018,285,10,12,0,-30.6,964.8,7.2,176,64.1,NA,eml201810q3h
2018,285,10,12,300,-30.5,966.4,8,194,68.5,NA,eml201810q3h
2018,285,10,12,600,-30,967,6.6,210,74.7,NA,eml201810q3h
2018,285,10,12,900,-28.5,966,3.7,197,80,NA,eml201810q3h
2018,285,10,12,1200,-27.6,965,1.4,131,80.8,NA,eml201810q3h
2018,285,10,12,1500,-27.2,965.4,NA,NA,81.3,NA,eml201810q3h
2018,285,10,12,1800,-26.2,965.3,NA,NA,83,NA,eml201810q3h
2018,285,10,12,2100,-24.4,966.5,NA,NA,83.5,NA,eml201810q3h
2018,286,10,13,0,-21.4,967.5,NA,NA,75.1,NA,eml201810q3h
2018,286,10,13,300,-20.8,968.5,NA,NA,75.1,NA,eml201810q3h
2018,286,10,13,600,-21.4,969.4,NA,NA,87.4,NA,eml201810q3h
2018,286,10,13,900,-22.1,970.8,NA,NA,87.9,NA,eml201810q3h
2018,286,10,13,1200,-22.6,972.2,3.5,194,87,NA,eml201810q3h
2018,286,10,13,1500,-22.6,974.3,4.5,190,87,NA,eml201810q3h
2018,286,10,13,1800,-22.4,976.2,5.3,201,87.4,NA,eml201810q3h
2018,286,10,13,2100,-21.6,978.6,5.1,202,88.8,NA,eml201810q3h
2018,287,10,14,0,-20.6,980.7,6,174,82.6,NA,eml201810q3h
2018,287,10,14,300,-21.9,982.3,6.8,184,81.3,NA,eml201810q3h
2018,287,10,14,600,-22.8,983.8,6.4,180,82.2,NA,eml201810q3h
2018,287,10,14,900,-25.1,984.5,3.9,188,83,NA,eml201810q3h
2018,287,10,14,1200,-24.5,984.2,2.7,121,84.4,NA,eml201810q3h
2018,287,10,14,1500,-27.5,983.6,1.6,186,80.8,NA,eml201810q3h
2018,287,10,14,1800,-28.8,983.3,1.8,135,70.7,NA,eml201810q3h
2018,287,10,14,2100,NA,983.6,NA,NA,64.6,NA,eml201810q3h
2018,288,10,15,0,-26,984.4,NA,NA,69,NA,eml201810q3h
2018,288,10,15,300,-22.1,985,NA,NA,75.6,NA,eml201810q3h
2018,288,10,15,600,-23.6,985.9,NA,NA,78.2,NA,eml201810q3h
2018,288,10,15,900,-26,987.2,NA,NA,83.9,NA,eml201810q3h
2018,288,10,15,1200,-25.6,988.2,NA,NA,83.5,NA,eml201810q3h
2018,288,10,15,1500,-29.5,988.7,3.1,197,78.2,NA,eml201810q3h
2018,288,10,15,1800,-32.9,987.3,4.7,323,73.8,NA,eml201810q3h
2018,288,10,15,2100,-33.2,985.9,5.7,212,67.6,NA,eml201810q3h
2018,289,10,16,0,-32.2,984.7,5.8,225,63.7,NA,eml201810q3h
2018,289,10,16,300,-30,981.9,7.4,210,66.3,NA,eml201810q3h
2018,289,10,16,600,-32.6,980.1,4.1,212,67.6,NA,eml201810q3h
2018,289,10,16,900,-32.6,976.7,3.3,212,73.8,NA,eml201810q3h
2018,289,10,16,1200,-33.2,972.9,0.6,239,72.9,NA,eml201810q3h
2018,289,10,16,1500,-35.5,968.4,3.9,252,71.2,NA,eml201810q3h
2018,289,10,16,1800,-34.5,965.2,2.3,226,71.2,NA,eml201810q3h
2018,289,10,16,2100,-29,962,4.9,187,73.4,NA,eml201810q3h
2018,290,10,17,0,-24.2,959.7,1.8,325,65.9,NA,eml201810q3h
2018,290,10,17,300,-22.5,958.1,1,219,64.6,NA,eml201810q3h
2018,290,10,17,600,-26.1,956.7,1.6,269,69.4,NA,eml201810q3h
2018,290,10,17,900,-31.6,956.3,2.1,294,75.6,NA,eml201810q3h
2018,290,10,17,1200,-35.2,956,2.7,266,71.2,NA,eml201810q3h
2018,290,10,17,1500,-35,955.5,4.3,285,71.6,NA,eml201810q3h
2018,290,10,17,1800,-32.9,954.4,2.5,288,74.2,NA,eml201810q3h
2018,290,10,17,2100,-23.6,953.3,8.6,276,80.8,NA,eml201810q3h
2018,291,10,18,0,-23.8,953.3,6.2,253,68.1,NA,eml201810q3h
2018,291,10,18,300,-22.8,952.2,5.3,335,76.4,NA,eml201810q3h
2018,291,10,18,600,-21.1,951.9,6.2,321,78.6,NA,eml201810q3h
2018,291,10,18,900,-21.4,953.1,4.9,321,81.3,NA,eml201810q3h
2018,291,10,18,1200,-22.6,954.3,3.3,330,84.8,NA,eml201810q3h
2018,291,10,18,1500,-23.1,955.7,4.1,356,85.7,NA,eml201810q3h
2018,291,10,18,1800,-20.9,956.9,4.3,346,82.6,NA,eml201810q3h
2018,291,10,18,2100,-19.2,958.5,5.1,347,77.8,NA,eml201810q3h
2018,292,10,19,0,-18.2,959.8,5.1,352,70.7,NA,eml201810q3h
2018,292,10,19,300,-17.1,961.6,5.7,356,71.6,NA,eml201810q3h
2018,292,10,19,600,-17.1,962.9,7.6,333,87.9,NA,eml201810q3h
2018,292,10,19,900,-19.5,965.1,6.4,252,87.9,NA,eml201810q3h
2018,292,10,19,1200,-20.6,966.8,6.6,250,87.4,NA,eml201810q3h
2018,292,10,19,1500,-22.8,968.2,4.5,229,86.6,NA,eml201810q3h
2018,292,10,19,1800,-22.9,969.8,2.9,274,87.4,NA,eml201810q3h
2018,292,10,19,2100,-19.6,969.7,0.4,107,62.4,NA,eml201810q3h
2018,293,10,20,0,-18.5,969.3,0,100,49.6,NA,eml201810q3h
2018,293,10,20,300,-15.9,969.2,1.9,347,55.3,NA,eml201810q3h
2018,293,10,20,600,-19.1,969,2.7,14,75.1,NA,eml201810q3h
2018,293,10,20,900,-20.6,968.7,3.5,360,89.2,NA,eml201810q3h
2018,293,10,20,1200,-23.2,969.1,3.9,319,86.6,NA,eml201810q3h
2018,293,10,20,1500,-24,969.9,4.5,357,84.4,NA,eml201810q3h
2018,293,10,20,1800,-25.5,971,1.9,288,84.4,NA,eml201810q3h
2018,293,10,20,2100,-21.9,971.6,1.8,273,55.8,NA,eml201810q3h
2018,294,10,21,0,-24.5,971.8,1.4,218,44.8,NA,eml201810q3h
2018,294,10,21,300,-24,971.8,3.1,207,46.5,NA,eml201810q3h
2018,294,10,21,600,-24.6,972,1.8,210,50,NA,eml201810q3h
2018,294,10,21,900,-30,971.7,1.2,184,78.2,NA,eml201810q3h
2018,294,10,21,1200,-31.9,971.5,3.3,218,76.4,NA,eml201810q3h
2018,294,10,21,1500,-30.9,971.1,3.9,212,76.4,NA,eml201810q3h
2018,294,10,21,1800,-30.8,970.9,2.7,201,77.8,NA,eml201810q3h
2018,294,10,21,2100,-28.1,970.6,5.3,197,81.3,NA,eml201810q3h
2018,295,10,22,0,-25.5,971.3,7.4,198,77.8,NA,eml201810q3h
2018,295,10,22,300,-24.4,971.5,9,202,78.2,NA,eml201810q3h
2018,295,10,22,600,-23.8,971.7,7.2,193,78.2,NA,eml201810q3h
2018,295,10,22,900,-23.9,971.7,4.9,200,85.7,NA,eml201810q3h
2018,295,10,22,1200,-23.9,971.9,4.3,210,83.5,NA,eml201810q3h
2018,295,10,22,1500,-23.9,971.4,2.7,224,85.2,NA,eml201810q3h
2018,295,10,22,1800,-23.1,970.8,2.3,215,87,NA,eml201810q3h
2018,295,10,22,2100,-21.4,970.3,1.6,219,77.3,NA,eml201810q3h
2018,296,10,23,0,-20.5,969.2,2.7,263,55.8,NA,eml201810q3h
2018,296,10,23,300,-20.6,968,2.5,262,49.2,NA,eml201810q3h
2018,296,10,23,600,-23.8,967.6,4.9,221,69.4,NA,eml201810q3h
2018,296,10,23,900,-24.6,968,3.9,208,80.8,NA,eml201810q3h
2018,296,10,23,1200,-26.4,968.3,5.5,190,80.8,NA,eml201810q3h
2018,296,10,23,1500,-28.1,968.4,4.7,201,76.4,NA,eml201810q3h
2018,296,10,23,1800,-27,968.3,5.7,214,67.6,NA,eml201810q3h
2018,296,10,23,2100,-25.5,967.9,5.3,221,61.9,NA,eml201810q3h
2018,297,10,24,0,-24.5,966.7,8.4,214,55.3,NA,eml201810q3h
2018,297,10,24,300,-23.1,965.4,8.2,225,58,NA,eml201810q3h
2018,297,10,24,600,-22.8,963.5,10.5,224,71.6,NA,eml201810q3h
2018,297,10,24,900,-24.4,962.7,8.4,222,69.8,NA,eml201810q3h
2018,297,10,24,1200,-25.8,961.6,6.2,214,73.4,NA,eml201810q3h
2018,297,10,24,1500,-26.2,960.6,7.2,229,78.6,NA,eml201810q3h
2018,297,10,24,1800,-22.9,959.3,12.3,224,64.6,NA,eml201810q3h
2018,297,10,24,2100,-20.6,958.1,12.1,211,57.5,NA,eml201810q3h
