Station,Date,Year,Month,Day_Night,Krill_per_1m2,Krill_per_1m2_log
aml2005feb1414,2005-03-08,2005,3,night,3.137,0.6166855208955122
aml2005feb1505,2005-02-25,2005,2,day,0.481,0.17055505852120845
aml2005feb1507,2005-02-25,2005,2,day,0.155,0.06258198422816312
aml2005feb1509,2005-02-24,2005,2,day,2.56,0.5514499979728752
aml2005feb1513,2005-03-08,2005,3,night,0.167,0.06707085604537018
aml2005feb1515,2005-03-08,2005,3,day,0.459,0.16405529189345164
aml2005feb1606,2005-02-25,2005,2,day,0,0
aml2005feb1608,2005-02-24,2005,2,day,8.095,0.9588027033995024
aml2005feb1610,2005-02-24,2005,2,night,2.594,0.555578072772955
aml2005feb1707,2005-02-24,2005,2,day,0,0
aml2005feb1709,2005-02-24,2005,2,night,0.32,0.1205739312058499
aml2005feb1711,2005-02-23,2005,2,day,0.973,0.29512708525219117
aml2005feb1808,2005-02-24,2005,2,day,0.313,0.11826472608947933
aml2005feb1810,2005-02-23,2005,2,day,0.305,0.11561051167429974
aml2005feb1812,2005-02-22,2005,2,night,1.545,0.40568778667277755
aml2005feb1909,2005-02-23,2005,2,day,0,0
aml2005feb1911,2005-02-23,2005,2,day,0.295,0.1122697684172706
aml2005feb2010,2005-02-23,2005,2,day,0,0
aml2005jan0201,2005-01-26,2005,1,night,14.901,1.2014244375799117
aml2005jan0202,2005-01-26,2005,1,day,4.376,0.7304592600457689
aml2005jan0203,2005-01-26,2005,1,day,5.578,0.818093869146636
aml2005jan0204,2005-01-26,2005,1,day,32.823,1.5292121256053968
aml2005jan0205,2005-01-26,2005,1,day,2.705,0.5687882123153469
aml2005jan0206,2005-01-26,2005,1,day,2.312,0.5200903281128425
aml2005jan0207,2005-01-26,2005,1,day,23.032,1.3807899153240744
aml2005jan0208,2005-01-26,2005,1,night,0.239,0.09307130637606341
aml2005jan0209,2005-01-27,2005,1,night,0.091,0.037824750588341866
aml2005jan0302,2005-01-25,2005,1,day,1.948,0.4695274791870139
aml2005jan0304,2005-01-25,2005,1,day,17.673,1.271214097208833
aml2005jan0306,2005-01-25,2005,1,day,1.937,0.4679039465228003
aml2005jan0308,2005-01-25,2005,1,day,9.252,1.0108085975122063
aml2005jan0401,2005-01-24,2005,1,day,9.003,1.0001302688052272
aml2005jan0402,2005-01-24,2005,1,day,26.689,1.4423072712990532
aml2005jan0403,2005-01-24,2005,1,day,15.447,1.216086692421913
aml2005jan0404,2005-01-24,2005,1,day,9.32,1.0136796972911926
aml2005jan0405,2005-01-24,2005,1,day,0,0
aml2005jan0406,2005-01-25,2005,1,night,8.247,0.9660008576287841
aml2005jan0407,2005-01-25,2005,1,day,1.305,0.3626709297256669
aml2005jan0408,2005-01-25,2005,1,day,7.095,0.9082168530893925
aml2005jan0409,2005-01-27,2005,1,day,2.387,0.5298151966446303
aml2005jan04095,2005-01-27,2005,1,day,0.719,0.23527587668705235
aml2005jan05501,2005-01-24,2005,1,day,0,0
aml2005jan05502,2005-01-24,2005,1,night,0.298,0.11327469246435044
aml2005jan05503,2005-01-23,2005,1,night,1.604,0.41564097989615434
aml2005jan05504,2005-01-23,2005,1,day,14.593,1.1929296788902
aml2005jan05505,2005-01-23,2005,1,day,5.825,0.8341026557127936
aml2005jan05506,2005-01-23,2005,1,day,6.723,0.8877860348383715
aml2005jan05507,2005-01-23,2005,1,day,0.225,0.0881360887005513
aml2005jan05508,2005-01-23,2005,1,day,15.393,1.2146584388799184
aml2005jan0609,2005-01-27,2005,1,day,40.461,1.6176397726552003
aml2005jan0611,2005-01-27,2005,1,day,0,0
aml2005jan0612,2005-01-27,2005,1,day,0,0
aml2005jan0701,2005-01-22,2005,1,day,0.308,0.11660774398824847
aml2005jan0702,2005-01-22,2005,1,day,0.105,0.04336227802112949
aml2005jan0703,2005-01-22,2005,1,day,0.35,0.13033376849500614
aml2005jan0704,2005-01-22,2005,1,day,1.028,0.3070679506612984
aml2005jan0705,2005-01-22,2005,1,day,5.995,0.8447877188278464
aml2005jan0706,2005-01-23,2005,1,night,1.186,0.339650157613684
aml2005jan0707,2005-01-23,2005,1,day,7.351,0.9217384836845987
aml2005jan0708,2005-01-23,2005,1,day,0.961,0.29247759366778403
aml2005jan0711,2005-01-27,2005,1,night,0.121,0.049605612594973154
aml2005jan0802,2005-01-22,2005,1,day,0,0
aml2005jan0804,2005-01-22,2005,1,night,0,0
aml2005jan0806,2005-01-21,2005,1,day,4.912,0.7717344253867693
aml2005jan0808,2005-01-21,2005,1,day,5.457,0.8100307864058395
aml2005jan0810,2005-01-28,2005,1,night,7.751,0.9420576838413952
aml2005jan0812,2005-01-28,2005,1,day,0,0
aml2005jan0901,2005-01-20,2005,1,day,0.609,0.20655604409902956
aml2005jan0902,2005-01-20,2005,1,day,0.262,0.10105935490811552
aml2005jan0903,2005-01-20,2005,1,night,0.111,0.04571405894086761
aml2005jan0904,2005-01-21,2005,1,night,2.442,0.5368108659915415
aml2005jan0905,2005-01-21,2005,1,day,0.534,0.18582535961296215
aml2005jan0906,2005-01-21,2005,1,day,2.038,0.4825877695267675
aml2005jan0907,2005-01-21,2005,1,day,9.109,1.0047081965443363
aml2005jan0908,2005-01-21,2005,1,day,8.323,0.9695556842208435
aml2005jan0909,2005-01-28,2005,1,day,43.695,1.650258941613691
aml2005jan0911,2005-01-28,2005,1,day,1.483,0.3949767195545643
aml2005jan0913,2005-01-28,2005,1,day,0,0
aml2005jan1010,2005-01-28,2005,1,day,0.253,0.09795107099415004
aml2005jan1012,2005-01-28,2005,1,day,0,0
aml2005jan1101,2005-01-20,2005,1,day,1.047,0.3111178426625056
aml2005jan1103,2005-01-20,2005,1,day,1.692,0.43007505555193926
aml2005jan1105,2005-01-20,2005,1,day,0.955,0.2911467617318856
aml2005jan1107,2005-01-20,2005,1,night,1.062,0.3142886609474978
aml2005jan1111,2005-01-28,2005,1,night,0.14,0.056904851336472634
aml2005jan1113,2005-01-29,2005,1,day,0.961,0.29247759366778403
aml2005jan1208,2005-01-19,2005,1,day,0.865,0.2706788361447064
aml2005jan1212,2005-01-29,2005,1,day,0.755,0.24427712080184286
aml2005jan1214,2005-01-29,2005,1,day,5.697,0.8258802989361795
aml2005jan1307,2005-01-19,2005,1,day,0,0
aml2005jan1309,2005-01-18,2005,1,day,0,0
aml2005jan1311,2005-01-29,2005,1,night,0.398,0.14550717140966266
aml2005jan1313,2005-01-29,2005,1,day,0.113,0.04649516433470831
aml2005jan1406,2005-01-19,2005,1,day,0,0
aml2005jan1408,2005-01-19,2005,1,night,0,0
aml2005jan1410,2005-01-18,2005,1,day,0.188,0.07481644064517472
aml2005jan1412,2005-01-29,2005,1,day,0,0
aml2005jan1414,2005-01-30,2005,1,day,0,0
aml2005jan1505,2005-01-19,2005,1,day,0,0
aml2005jan1507,2005-01-19,2005,1,day,0.575,0.19728055812561932
aml2005jan1509,2005-01-18,2005,1,day,11.436,1.0946807133711542
aml2005jan1513,2005-01-30,2005,1,night,0.094,0.039017321997412
aml2005jan1515,2005-01-30,2005,1,day,0.446,0.160168292958512
aml2005jan1606,2005-01-19,2005,1,day,0.554,0.19145101446489546
aml2005jan1608,2005-01-18,2005,1,day,9.822,1.034307529596563
aml2005jan1610,2005-01-17,2005,1,day,3.285,0.631950826259217
aml2005jan1614,2005-01-30,2005,1,day,0.126,0.05153839051532738
aml2005jan1707,2005-01-18,2005,1,day,0.212,0.0835026198302674
aml2005jan1709,2005-01-18,2005,1,night,0,0
aml2005jan1711,2005-01-17,2005,1,day,0,0
aml2005jan1713,2005-01-30,2005,1,night,0.058,0.024485667699166973
aml2005jan1808,2005-01-18,2005,1,day,0.236,0.09201847075279702
aml2005jan1810,2005-01-17,2005,1,day,1.233,0.348888723071438
aml2005jan1812,2005-01-17,2005,1,day,0,0
aml2005jan1909,2005-01-17,2005,1,day,6.987,0.9023836844324715
aml2005jan1911,2005-01-17,2005,1,day,2.91,0.5921767573958667
aml2005jan2010,2005-01-17,2005,1,day,7.616,0.9353056902899252
aml2006jan0201,2006-01-26,2006,1,day,2.902,0.5912872650584993
aml2006jan0202,2006-01-26,2006,1,day,2.583,0.5542468081661106
aml2006jan0203,2006-01-27,2006,1,night,35.232,1.5590923076749008
aml2006jan0204,2006-01-27,2006,1,night,12.422,1.1278172344802733
aml2006jan0205,2006-01-27,2006,1,day,34.064,1.5448614576459028
aml2006jan0206,2006-01-27,2006,1,day,0.46,0.1643528557844371
aml2006jan0207,2006-01-27,2006,1,day,5.148,0.7887338588277075
aml2006jan0208,2006-01-27,2006,1,day,3.422,0.6456187382426952
aml2006jan0209,2006-01-27,2006,1,day,7.62,0.9355072658247129
aml2006jan0211,2006-01-28,2006,1,day,0.101,0.041787318971751766
aml2006jan0302,2006-01-26,2006,1,day,2.911,0.5922878159521308
aml2006jan0304,2006-01-26,2006,1,day,14.244,1.1830989401001295
aml2006jan0306,2006-01-26,2006,1,day,14.041,1.1772767112585862
aml2006jan0308,2006-01-25,2006,1,day,0,0
aml2006jan0401,2006-01-24,2006,1,day,1.805,0.44793286559218015
aml2006jan0402,2006-01-24,2006,1,day,1.671,0.4266738880213729
aml2006jan0403,2006-01-24,2006,1,night,2.238,0.5102768444173549
aml2006jan0404,2006-01-25,2006,1,night,1.452,0.38952046584637745
aml2006jan0405,2006-01-25,2006,1,day,6.11,0.8518696007297664
aml2006jan0406,2006-01-25,2006,1,day,0,0
aml2006jan0407,2006-01-25,2006,1,day,8.46,0.9758911364017928
aml2006jan0408,2006-01-25,2006,1,day,7.04,0.9052560487484512
aml2006jan0409,2006-01-28,2006,1,day,3.058,0.6083120426973272
aml2006jan0410,2006-01-28,2006,1,day,0,0
aml2006jan05501,2006-01-24,2006,1,day,4.419,0.7339191510123908
aml2006jan05502,2006-01-24,2006,1,day,3.501,0.6533090129384789
aml2006jan05503,2006-01-24,2006,1,day,0.324,0.12188798510368115
aml2006jan05504,2006-01-24,2006,1,night,4.641,0.7513560997253936
aml2006jan05505,2006-01-23,2006,1,night,0.461,0.16465021593429677
aml2006jan05506,2006-01-23,2006,1,day,1.344,0.3699576073460531
aml2006jan05507,2006-01-23,2006,1,day,0.69,0.22788670461367355
aml2006jan05508,2006-01-23,2006,1,day,0.934,0.2864564697469829
aml2006jan0609,2006-01-28,2006,1,day,5.382,0.8049567998574916
aml2006jan0611,2006-01-29,2006,1,night,60.798,1.7909744200237845
aml2006jan0701,2006-01-22,2006,1,day,2.597,0.5559404378185111
aml2006jan0702,2006-01-22,2006,1,day,0.193,0.0766404436703419
aml2006jan0703,2006-01-22,2006,1,day,0.778,0.24993175663419492
aml2006jan0704,2006-01-22,2006,1,day,0,0
aml2006jan0705,2006-01-23,2006,1,night,1.669,0.4263485737875077
aml2006jan0706,2006-01-23,2006,1,day,3.899,0.6901074394563306
aml2006jan0707,2006-01-23,2006,1,day,6.971,0.9015128091299399
aml2006jan0708,2006-01-23,2006,1,day,3.674,0.6696887080562081
aml2006jan0711,2006-01-29,2006,1,night,1.43,0.3856062735983121
aml2006jan0802,2006-01-22,2006,1,day,0,0
aml2006jan0804,2006-01-22,2006,1,night,0,0
aml2006jan0806,2006-01-21,2006,1,day,5.343,0.8022947113974638
aml2006jan0808,2006-01-21,2006,1,day,10.387,1.056409320649918
aml2006jan0810,2006-01-29,2006,1,day,0.765,0.24674470972384138
aml2006jan0812,2006-01-30,2006,1,night,33.765,1.5411422337216345
aml2006jan0901,2006-01-20,2006,1,day,1.172,0.33685982091680927
aml2006jan0902,2006-01-20,2006,1,day,0,0
aml2006jan0903,2006-01-20,2006,1,day,0,0
aml2006jan0904,2006-01-20,2006,1,night,0,0
aml2006jan0905,2006-01-21,2006,1,night,0,0
aml2006jan0906,2006-01-21,2006,1,night,0.843,0.26552533521907384
aml2006jan0907,2006-01-21,2006,1,day,2.932,0.5946135091600979
aml2006jan0908,2006-01-21,2006,1,day,9.516,1.0218505774343252
aml2006jan0909,2006-01-29,2006,1,day,1.975,0.4734869700645684
aml2006jan0911,2006-01-29,2006,1,day,3.954,0.6949560022498182
aml2006jan0913,2006-01-30,2006,1,night,1.147,0.33183204443624875
aml2006jan1010,2006-01-29,2006,1,day,0.37,0.1367205671564068
aml2006jan1012,2006-01-30,2006,1,day,2.172,0.5013331786455661
aml2006jan1101,2006-01-20,2006,1,day,0.096,0.039810554148350386
aml2006jan1103,2006-01-20,2006,1,day,0,0
aml2006jan1105,2006-01-19,2006,1,day,0,0
aml2006jan1107,2006-01-19,2006,1,day,3.517,0.6548500905613941
aml2006jan1111,2006-01-30,2006,1,day,0.923,0.2839792842384799
aml2006jan1113,2006-01-30,2006,1,day,0.132,0.05384642685225267
aml2006jan1208,2006-01-19,2006,1,day,0.559,0.19284611518884173
aml2006jan1212,2006-01-30,2006,1,day,4.691,0.755188585608325
aml2006jan1214,2006-01-31,2006,1,night,5.709,0.8266577918758693
aml2006jan1307,2006-01-19,2006,1,day,0.877,0.2734642726213463
aml2006jan1309,2006-01-18,2006,1,day,4.924,0.7726150498491708
aml2006jan1311,2006-01-30,2006,1,day,0.58,0.19865708695442263
aml2006jan1313,2006-01-31,2006,1,night,0.584,0.19975517725347472
aml2006jan1406,2006-01-19,2006,1,day,0,0
aml2006jan1408,2006-01-18,2006,1,day,2.322,0.5213996281153757
aml2006jan1410,2006-01-18,2006,1,night,0.499,0.1758016328482795
aml2006jan1412,2006-01-31,2006,1,day,1.354,0.3718064585074159
aml2006jan1414,2006-02-01,2006,2,night,0.844,0.2657609167176105
aml2006jan1505,2006-01-19,2006,1,night,0.1,0.04139268515822507
aml2006jan1507,2006-01-18,2006,1,day,0.376,0.13861843389949247
aml2006jan1509,2006-01-18,2006,1,night,1.157,0.33385014510254507
aml2006jan1513,2006-01-31,2006,1,day,3.137,0.6166855208955122
aml2006jan1515,2006-02-01,2006,2,day,1.893,0.4613484336479829
aml2006jan1606,2006-01-18,2006,1,day,0,0
aml2006jan1608,2006-01-17,2006,1,day,1.974,0.4733409641859354
aml2006jan1610,2006-01-17,2006,1,day,13.183,1.1517681028951787
aml2006jan1614,2006-02-01,2006,2,day,3.76,0.6776069527204931
aml2006jan1707,2006-01-17,2006,1,day,2.88,0.5888317255942073
aml2006jan1709,2006-01-17,2006,1,day,1.978,0.4739246934161573
aml2006jan1711,2006-01-17,2006,1,day,6.258,0.8608169638645377
aml2006jan1713,2006-02-01,2006,2,day,18.588,1.2919900953461805
aml2006jan1808,2006-01-17,2006,1,day,1.733,0.4366396316926607
aml2006jan1810,2006-01-16,2006,1,day,0.495,0.17464119266044847
aml2006jan1812,2006-01-16,2006,1,day,1.886,0.46029632675747545
aml2006jan1909,2006-01-16,2006,1,day,0.601,0.2043913319192997
aml2006jan1911,2006-01-16,2006,1,day,2.656,0.5630061870617938
aml2006jan2010,2006-01-16,2006,1,day,4.927,0.7728349272390181
aml2007jan0201,2007-01-24,2007,1,night,13.578,1.1636979458925691
aml2007jan0202,2007-01-25,2007,1,night,5.613,0.8203985227039817
aml2007jan0203,2007-01-25,2007,1,day,1.352,0.3714373174041009
aml2007jan0204,2007-01-25,2007,1,day,19.348,1.3085217289593172
aml2007jan0205,2007-01-25,2007,1,day,42.857,1.6420389208206194
aml2007jan0206,2007-01-25,2007,1,day,55.455,1.7517024117392372
aml2007jan0207,2007-01-25,2007,1,day,0.408,0.14860265480609336
aml2007jan0208,2007-01-25,2007,1,day,0.226,0.08849047018239622
aml2007jan0209,2007-01-26,2007,1,night,0.369,0.13640344813399
aml2007jan0210,2007-01-26,2007,1,night,0.301,0.11427729656158624
aml2007jan0302,2007-01-24,2007,1,day,3.169,0.6200318951262974
aml2007jan0304,2007-01-24,2007,1,day,11.465,1.0956922828397921
aml2007jan0306,2007-01-24,2007,1,day,13.225,1.1530522750671088
aml2007jan0308,2007-01-24,2007,1,night,0.095,0.03941411917613713
aml2007jan0401,2007-01-23,2007,1,night,3.907,0.6908160579809155
aml2007jan0402,2007-01-23,2007,1,day,5.779,0.8311656339094424
aml2007jan0403,2007-01-23,2007,1,day,2.57,0.5526682161121932
aml2007jan0404,2007-01-23,2007,1,day,15.204,1.2096222345115506
aml2007jan0405,2007-01-23,2007,1,day,0.202,0.0799044676667207
aml2007jan0406,2007-01-23,2007,1,day,0,0
aml2007jan0407,2007-01-23,2007,1,day,101.901,2.012419595290826
aml2007jan0408,2007-01-24,2007,1,night,0.234,0.09131515969722287
aml2007jan0409,2007-01-26,2007,1,day,539.937,2.733146688127705
aml2007jan0509,2007-01-26,2007,1,day,20.668,1.3358188269151652
aml2007jan05501,2007-01-22,2007,1,day,0.444,0.15956719323362029
aml2007jan05502,2007-01-22,2007,1,day,4.232,0.7186677353162109
aml2007jan05503,2007-01-22,2007,1,day,6.43,0.8709888137605752
aml2007jan05504,2007-01-22,2007,1,day,91.934,1.9681746301505287
aml2007jan05505,2007-01-22,2007,1,day,1.829,0.4516329474569908
aml2007jan05506,2007-01-22,2007,1,day,57.988,1.7707636715770392
aml2007jan05507,2007-01-22,2007,1,night,3.65,0.667452952889954
aml2007jan05508,2007-01-22,2007,1,night,0,0
aml2007jan0609,2007-01-26,2007,1,day,110.123,2.0458039575842975
aml2007jan0610,2007-01-26,2007,1,day,0.569,0.19562294358693666
aml2007jan0611,2007-01-26,2007,1,day,0.214,0.08421868673923877
aml2007jan0701,2007-01-21,2007,1,night,9.279,1.0119508660593983
aml2007jan0702,2007-01-21,2007,1,night,2.411,0.5328817194073973
aml2007jan0703,2007-01-21,2007,1,day,32.421,1.5240194404102902
aml2007jan0704,2007-01-21,2007,1,day,18.686,1.2941574807696914
aml2007jan0705,2007-01-21,2007,1,day,2.875,0.5882717068423291
aml2007jan0706,2007-01-21,2007,1,day,13.917,1.1736814897284589
aml2007jan0707,2007-01-21,2007,1,day,14.472,1.1895464567389264
aml2007jan0708,2007-01-21,2007,1,day,11.249,1.0881006346426596
aml2007jan0711,2007-01-11,2007,1,day,5.846,0.8354368948018582
aml2007jan0802,2007-01-20,2007,1,day,4.739,0.7588362247469582
aml2007jan0804,2007-01-20,2007,1,day,2.907,0.5918434112247845
aml2007jan0806,2007-01-20,2007,1,day,16.987,1.2549587346578492
aml2007jan0808,2007-01-20,2007,1,day,2.275,0.5152113043278018
aml2007jan0810,2007-01-11,2007,1,day,1.542,0.40517554621798935
aml2007jan0812,2007-01-11,2007,1,day,7.126,0.9098768179903929
aml2007jan0901,2007-01-19,2007,1,night,0.21,0.08278537031645007
aml2007jan0902,2007-01-19,2007,1,day,19.308,1.3076671547325673
aml2007jan0903,2007-01-19,2007,1,day,9.877,1.03650912853273
aml2007jan0904,2007-01-19,2007,1,day,2.157,0.4992745818922174
aml2007jan0905,2007-01-19,2007,1,day,6.816,0.8929845507107166
aml2007jan0906,2007-01-19,2007,1,day,8.557,0.9803215860087564
aml2007jan0907,2007-01-20,2007,1,night,8.142,0.9610412169533119
aml2007jan0908,2007-01-20,2007,1,night,30.519,1.4985724302207144
aml2007jan0909,2007-01-11,2007,1,day,6.862,0.8955330394840704
aml2007jan0911,2007-01-11,2007,1,day,46.504,1.6767301802519694
aml2007jan0913,2007-01-12,2007,1,day,1.913,0.4643404846276673
aml2007jan1010,2007-01-11,2007,1,day,0.556,0.19200959265367015
aml2007jan1012,2007-01-12,2007,1,night,122.148,2.0904273630202947
aml2007jan1101,2007-01-18,2007,1,night,6.492,0.8745977687031997
aml2007jan1107,2007-01-17,2007,1,day,27.03,1.4476230977602862
aml2007jan1111,2007-01-12,2007,1,night,0,0
aml2007jan1113,2007-01-12,2007,1,day,239.513,2.3811385554528037
aml2007jan1208,2007-01-17,2007,1,day,72.122,1.8640480615152317
aml2007jan1212,2007-01-12,2007,1,day,9.089,1.003848122034298
aml2007jan1214,2007-01-13,2007,1,day,3.916,0.6916118742144165
aml2007jan1307,2007-01-17,2007,1,day,4.349,0.7282725978950171
aml2007jan1309,2007-01-16,2007,1,day,16.437,1.2414717675507634
aml2007jan1311,2007-01-12,2007,1,day,0,0
aml2007jan1313,2007-01-13,2007,1,day,3.84,0.6848453616444125
aml2007jan1406,2007-01-17,2007,1,day,0.468,0.1667260555800517
aml2007jan1408,2007-01-16,2007,1,day,3.179,0.6210723711436259
aml2007jan1410,2007-01-16,2007,1,day,18.519,1.2904575640680382
aml2007jan1412,2007-01-13,2007,1,night,0,0
aml2007jan1414,2007-01-13,2007,1,day,4.241,0.7194141597025934
aml2007jan1505,2007-01-17,2007,1,night,0,0
aml2007jan1507,2007-01-16,2007,1,day,9.455,1.0193240371536907
aml2007jan1509,2007-01-16,2007,1,day,2.938,0.5952757118020995
aml2007jan1513,2007-01-13,2007,1,day,70.283,1.8529859690314685
aml2007jan1515,2007-01-13,2007,1,day,80.808,1.9127957753824618
aml2007jan1606,2007-01-16,2007,1,day,1.63,0.41995574848975786
aml2007jan1608,2007-01-15,2007,1,day,6.508,0.8755242639493087
aml2007jan1610,2007-01-15,2007,1,day,1.136,0.32960124835651883
aml2007jan1614,2007-01-13,2007,1,night,2.182,0.5027001753105627
aml2007jan1707,2007-01-15,2007,1,day,11.87,1.1095785469043866
aml2007jan1709,2007-01-15,2007,1,day,0.326,0.12254352406875435
aml2007jan1711,2007-01-15,2007,1,night,0.452,0.1619666163640749
aml2007jan1713,2007-01-14,2007,1,night,0.131,0.05346260492545529
aml2007jan1808,2007-01-15,2007,1,day,5.992,0.8446014196263466
aml2007jan1810,2007-01-14,2007,1,day,0,0
aml2007jan1812,2007-01-14,2007,1,day,4.042,0.702602841340427
aml2007jan1909,2007-01-14,2007,1,day,6.795,0.8918161195248604
aml2007jan1911,2007-01-14,2007,1,day,6.329,0.8650447216930992
aml2007jan2010,2007-01-14,2007,1,day,0.918,0.2828486028346448
aml2008dso004,2008-02-17,2008,2,day,1.464,0.39164070349238783
aml2008dso005,2008-02-17,2008,2,night,26.695,1.4424013694827025
aml2008dso006,2008-02-18,2008,2,night,0.466,0.16613397030510912
aml2008dso007,2008-02-18,2008,2,night,109.335,2.0427132993461132
aml2008dso008,2008-02-19,2008,2,night,17.367,1.2640382259931204
aml2008dso009,2008-02-20,2008,2,day,0,0
aml2008dso011,2008-02-20,2008,2,day,0.328,0.1231980750319987
aml2008dso012,2008-02-20,2008,2,night,1.157,0.33385014510254507
aml2008dso013,2008-02-21,2008,2,night,200.357,2.303966732073722
aml2008dso014,2008-02-21,2008,2,day,2.303,0.5189085736914142
aml2008dso015,2008-02-21,2008,2,day,0,0
aml2008dso016,2008-02-21,2008,2,day,799.194,2.9031952906362544
aml2008dso017,2008-02-21,2008,2,day,0.144,0.05842602445700535
aml2008dso018,2008-02-21,2008,2,night,146.233,2.168005161303561
aml2008dso019,2008-02-22,2008,2,night,6.423,0.8705794605526849
aml2008dso020,2008-02-19,2008,2,day,0.122,0.04999285692014256
aml2008dso021,2008-02-19,2008,2,day,0.736,0.2395497208404731
aml2008dso022,2008-02-19,2008,2,day,0,0
aml2008dso023,2008-02-22,2008,2,day,0,0
aml2008dso024,2008-02-22,2008,2,day,92.989,1.973077028931166
aml2008dso025,2008-02-22,2008,2,day,0,0
aml2008dso026,2008-02-22,2008,2,day,0.134,0.05461305455688774
aml2008dso027,2008-02-23,2008,2,night,6.146,0.8540630118664212
aml2008dso028,2008-02-23,2008,2,night,0.918,0.2828486028346448
aml2008dso029,2008-02-18,2008,2,day,445.032,2.649366017736542
aml2008dso030,2008-02-18,2008,2,day,2.756,0.5747255835940732
aml2008dso031,2008-02-18,2008,2,day,0.436,0.15715443990628153
aml2008dso032,2008-02-18,2008,2,day,9.517,1.021891873919109
aml2008dso033,2008-02-23,2008,2,day,2.562,0.5516939151272247
aml2008dso034,2008-02-26,2008,2,night,11.744,1.1053057627930751
aml2008dso035,2008-02-26,2008,2,night,0.178,0.07114529045108281
aml2008dso036,2008-02-26,2008,2,day,2.191,0.5039268041935104
aml2008dso037,2008-02-26,2008,2,day,128.941,2.113746204685859
aml2008dso038,2008-02-26,2008,2,day,0.454,0.162564406523019
aml2008dso039,2008-02-26,2008,2,night,118.425,2.0770952499553914
aml2008dso042,2008-02-19,2008,2,day,0.133,0.05422990986339725
aml2008dso043,2008-02-21,2008,2,night,2.271,0.5146805441249817
aml2008dso044,2008-02-21,2008,2,day,161.63,2.2112006620002567
aml2008dso045,2008-02-22,2008,2,night,0.06,0.02530586526477026
aml2008dso046,2008-02-22,2008,2,day,11.135,1.0840397806679536
aml2008dso047,2008-02-22,2008,2,day,17.865,1.2756568095370142
aml2008dso048,2008-02-23,2008,2,night,1.041,0.3098430047160705
aml2008dso049,2008-02-23,2008,2,day,672.312,2.82821635468381
aml2008dso051,2008-02-25,2008,2,night,18.316,1.2859171967283087
aml2008feb0201,2008-02-28,2008,2,night,212.648,2.3296988316581095
aml2008feb0202,2008-02-27,2008,2,night,191.029,2.283366820312512
aml2008feb0203,2008-02-27,2008,2,day,25.227,1.4187486162495742
aml2008feb0204,2008-02-27,2008,2,day,107.948,2.0372192621459617
aml2008feb0205,2008-02-27,2008,2,day,92.475,1.9706954738262572
aml2008feb0206,2008-02-27,2008,2,day,0.234,0.09131515969722287
aml2008feb0207,2008-02-27,2008,2,day,0.387,0.14207646107328487
aml2008feb0208,2008-02-27,2008,2,night,10.886,1.0750357259221908
aml2008feb0302,2008-02-28,2008,2,day,0.151,0.06107532362979181
aml2008feb0304,2008-02-28,2008,2,day,8.894,0.9953719060281624
aml2008feb0306,2008-02-28,2008,2,day,0.254,0.09829753649469763
aml2008feb0308,2008-02-28,2008,2,day,0.279,0.10687054447865389
aml2008feb0401,2008-02-29,2008,2,night,1.759,0.44075170047918544
aml2008feb0402,2008-02-29,2008,2,day,4.812,0.764325605625984
aml2008feb0403,2008-02-29,2008,2,day,33.246,1.5346098523429974
aml2008feb0404,2008-02-29,2008,2,day,22.549,1.3719724696940931
aml2008feb0405,2008-02-29,2008,2,day,73.427,1.8717305138232079
aml2008feb0406,2008-02-29,2008,2,night,32.094,1.5197492625644744
aml2008feb0407,2008-02-29,2008,2,night,0.404,0.14736710779378645
aml2008feb0408,2008-02-28,2008,2,night,0.519,0.18155777386278638
aml2008feb05501,2008-03-02,2008,3,night,3.528,0.655906418180215
aml2008feb05502,2008-03-02,2008,3,night,45.632,1.6686840423113884
aml2008feb05503,2008-03-02,2008,3,night,30.607,1.4997832764382577
aml2008feb05504,2008-03-02,2008,3,night,4.047,0.7030333047336859
aml2008feb05505,2008-03-02,2008,3,day,0,0
aml2008feb05506,2008-03-02,2008,3,day,0,0
aml2008feb05507,2008-03-02,2008,3,day,0,0
aml2008feb05508,2008-03-02,2008,3,day,76.335,1.8883760898652473
aml2008feb0612,2008-03-05,2008,3,day,1.955,0.47055748521727414
aml2008feb0701,2008-03-03,2008,3,day,0.296,0.11260500153457453
aml2008feb0702,2008-03-03,2008,3,day,1.962,0.47158505418518964
aml2008feb0703,2008-03-03,2008,3,day,0.186,0.07408468902824378
aml2008feb0704,2008-03-03,2008,3,day,0.683,0.22608411597582387
aml2008feb0705,2008-03-03,2008,3,night,20.365,1.3297028971532154
aml2008feb0706,2008-03-03,2008,3,night,64.927,1.8190633136765249
aml2008feb0707,2008-03-02,2008,3,night,6.497,0.8748875108461125
aml2008feb0708,2008-03-02,2008,3,day,10.124,1.0462609801921219
aml2008feb0711,2008-03-05,2008,3,night,75.267,1.8823366635373942
aml2008feb0810,2008-03-05,2008,3,night,2.413,0.5331362882786388
aml2008feb0812,2008-03-05,2008,3,day,207.938,2.3200174332282075
aml2008feb0901,2008-03-03,2008,3,night,0.173,0.06929801211552926
aml2008feb0902,2008-03-04,2008,3,night,47.219,1.683218199426229
aml2008feb0903,2008-03-04,2008,3,night,1.77,0.4424797690644485
aml2008feb0904,2008-03-04,2008,3,day,0,0
aml2008feb0905,2008-03-04,2008,3,day,1.669,0.4263485737875077
